segment_id	text	annotator_1	annotator_2	agreed_rating
421	Then he became markedly attentive. He was a large, fat, curly-headed person with beautiful eyes, a cherished moustache, and an air of great gentility, and when he had welcomed his guests and driven off the slatternly waiting-maid, and given them his best table, and consented, at Amanda's request, to open a window, he went away and put on a tie and collar.	4		
422	Beyond Wimbledon, within sight of the line, in certain nursery grounds, were the heaped masses of earth about the sixth cylinder. A number of people were standing about it, and some sappers were busy in the midst of it.	3		
423	“But one important point escaped us both. It was one which ought to have opened our eyes to Larsan. Do you remember the bamboo cane? I was surprised to find Larsan had made no use of that evidence against Robert Darzac.	1		
424	The Woggle-Bug found two handsome bracelets of wrought gold, which fitted his slender arms very well. The Scarecrow took a fancy for rings, of which there were many in the nest. Before long he had fitted a ring to each finger of his padded gloves, and not being content with that display he added one more to each thumb. As he carefully chose those rings set with sparkling stones, such as rubies, amethysts and sapphires, the Scarecrow’s hands now presented a most brilliant appearance.	4		
425	"Jack Belllounds did not look at them. He threw a bag out of the buckboard and then clambered down slowly, to go toward the porch.
""Wal, Jack--my son--I'm sure glad you're back home,"" said the old rancher, striding forward. His voice was deep and full, singularly rich. But that was the only sign of feeling he showed."	3		
426	I walked like a blind man in that nether-pit of darkness. The road seemed well kept, and the soft wet gravel muffled the sounds of my feet. Great trees overhung it, and several times I wandered into dripping bushes. And then I stopped short in my tracks, for I heard the sound of whistling.	4		
427	"“I shall do that,” he answered. “I shall do that you may rely upon it.”


She laid her hand upon his arm.


“Leonard,” she begged, “I know that Elizabeth is very beautiful and very fascinating, and I don't wonder that you like to go and see her, but I want to ask you to promise me one thing.”"	1		
428	"""Yours,
""Robert Temple."" Betty, in bed, was re-reading this when Vernon's knock came at her door. She spoke to him through the door with the letter in her hand. And her real thought when she asked him if he had come to break bad news was that something had happened to Temple."	3		
429	Walking a little carelessly, I took a turn too far northward, and found myself in one of the streets leading out of Shaftesbury Avenue. I was on the point of taking a passage which would lead me more in my proper direction, when my attention was attracted by a large motor-car standing outside one of the small foreign restaurants which abound in this district.	3		
430	"meet them on Texas soil, and will promise them a fairer hearing than was
accorded me here to-day. Mr. Commissioner, I have always prided myself on
being a good citizen, have borne arms in defense of my country, and in
taking exception to your decision I brand you as the most despicable
member of The Western Supply Company. Any man who will prostitute a trust
for a money consideration—"""	0		
431	There were incidents connected with that luncheon which Francis always remembered. In the first place, Sir Timothy was a great deal more silent than usual.	0		
432	“Cy and the crowd,” answered Kilfane.	1		
433	Into this sea from fields of battle and cities come down the rivers of lives, and ever the gods have taken onyx cups and far and wide into the worlds again have flung the souls out of the sea, that each soul may find a prison in the body of a man with five small windows closely barred, and each one shackled with forgetfulness.	2		
434	Inside the whirling circle blood stallions stood on their hind legs, screaming defiance to the world at large; great shaggy-fronted bulls, with dull vindictive eyes, paced along, looking as though they were trying to remember who it was that struck them last. A showground bull always seems to be nursing a grievance.	3		
435	“Snap went the disselboom of the cart beneath the transverse strain put upon it. Had it not broken the cart would have overset; as it was, in another minute, oxen, cart, trektow, reims, broken disselboom, and everything were soon tied in one vast heaving, plunging, bellowing, and seemingly inextricable knot.	3		
436	He shook; the inanimate figure with the disarranged clothes and hair, prone and deserted there in the solitude of the warm, familiar room, struck terror into him. He bent down; he knelt down and drew the arm away from the fire. He knew not in the least what was the proper thing to do; and naturally the first impulse of his ignorance was to raise her body from the ground. But she was so heavy, so appallingly inert, that, fortunately, he could not do so, and he let her head subside again.	3		
437	It was dim in the saloon, compared with the brightness of the outdoors, and perhaps Blondy did not see Vic. At any rate he took his place at the other end of the bar. Three pictures tangled in the mind of Gregg like three bodies in a whirlpool—Betty, Blondy, Pete Glass. That strange clearness of perception increased and the whole affair lay plainly before him. Betty had sent Hansen, dressed manifestly for the festival, to gloat over Vic in Lorrimer's place. He was at it already.	3		
438	Presently they all sat down to luncheon together. The Mole found himself placed next to Mr. Badger, and, as the other two were still deep in river-gossip from which nothing could divert them, he took the opportunity to tell Badger how comfortable and home-like it all felt to him.	3		
439	"‘“How if he had been brought to me when you found him?” said the King to Rahere.


‘“You would have held him prisoner again—as the Great Duke did,” Rahere answered."	2		
440	"""There is much talk in Venice. They seem to have been seen together by various London friends who knew—about the difficulties last year. And then, of course, everybody is aware that you are not here—and the whole story of the book goes from mouth to mouth—and people say that a separation has been arranged—and so on. These are the kind of rumors that Margaret hears, especially from Mary Lyster, who is staying in this hotel with her father, and seems to have a good many friends here."	0		
441	"‘boaties’—barguettes: and bloused
pedestrians, who were acquainted with our charioteer, jested with
him on the nature of his freight.
We had a shower or two, but light and flying.  The air"	2		
442	Winter. A contractor by profession and a former member of the city council, he represented the city on the board of trustees. For the city appropriated seventy-five hundred dollars a year, for the use of the college, and in return for this munificence, reserved the right to name three members of the board.	0		
443	"“Then I think,” he said, “apart from any other reason, you ought to tell somebody. The police at present don’t seem to have the ghost of a clue.”


“They are not likely to find one,” she answered, “unless I help them.”"	0		
444	"""It's a little word that means Lakla,"" he answered.  ""It does—that is, when I say it; when you say it, then it means Larry.""
""I like that word,"" mused Lakla."	0		
445	“Positively, I find you tiresome,” said Captain Blood, and he swung to M. de Cussy, who sat there gnawing his lip, intensely uncomfortable. “I appeal to you, monsieur, to justify me to the General.”	2		
446	"“Then all are accounted for. One moment, my friend.”
With infinite care, he took a drop or two from the grounds in each cup, sealing them up in separate test tubes, tasting each in turn as he did so. His physiognomy underwent a curious change. An expression gathered there that I can only describe as half puzzled, and half relieved."	3		
447	Hence he had delighted in the few remains of the past that he could find still surviving on the suburb’s edge, in the grave old houses that stood apart from the road, in the mouldering taverns of the eighteenth century, in the huddled hamlets that had preserved only the glow and the sunlight of all the years that had passed over them.	4		
448	They had walked along the straight road for nearly a mile, conversing at intervals in this fashion; and March had a singular sense of the whole world being turned inside out.	2		
449	AN APPOINTMENT WITH DELORA My Riz Diane duly arrived, but was served, I noticed, by a different waiter. It looked very tempting, and it was indeed a dish of which I was particularly fond, but I realized that it had been specially ordered by Louis, and with a sigh I pushed it on one side. I finished my luncheon with rolls and butter, and took care to procure my coffee before Louis returned.	2		
450	"Sabre essayed to laugh it off. ""My wife's rather a sudden person, you know.""
Twyning joined very heartily in the laugh. ""Is she?"" He looked around. ""She's seeing you off, I suppose?"""	0		
451	I saw that the girl was gotten below as quickly as possible, and she took Nobs with her—poor Nobs had nearly barked his head off; and I think, too, that for the first time since his littlest puppyhood he had known fear; nor can I blame him.  After the girl I sent Bradley and most of the Allies and then the Germans who were on deck—von Schoenvorts being still in irons below.	2		
452	Every cedar-tree circling the glade and every branch served as a peg for deer meat. Some of it was in the haunch, the bulk in dark dried strips. The Indians laid their weapons aside.	4		
453	She found time to urge, also, that before starting he set in motion any precautions he had taken for Donald's protection. She told him where she thought what remained of Oka Sayye could be found. And then, as naturally and as methodically as she had done all the rest, she called Peter Morrison and told him that she was in trouble and where he could find her.	0		
454	"Your bos'n, whom Slade picked up, was the only one who had time even to grab a life preserver before the impulse toward water became irresistible. There was no element of fright, you understand: no desertion of their post. They were dragged as by the sweep of a tornado."" Darrow spoke direct to Captain Parkinson. ""If there is any feeling among you other than sorrow for their death, it is unjust and unworthy."""	3		
455	In a shaft on the Gravel Pits, a man had been buried alive. At work in a deep wet hole, he had recklessly omitted to slab the walls of a drive; uprights and tailors yielded under the lateral pressure, and the rotten earth collapsed, bringing down the roof in its train.	4		
456	"""I spent a morning in the British Museum reading up on that and other points.  Here is a quotation from Eckermann's Voodooism and the Negroid Religions:"	2		
457	"""Do you mean to say you'd—you'd—""
""If 'twere done, 'twere better it'd be done—quickly,"" I said Macbethically.
He looked at me.  Sitting there on his desk, his clenched fist on his knee, he looked for a moment as though he was about to fly at me.  Then all of a sudden he slipped into his chair, leaned back and laughed."	2		
458	"As the Lotharian had turned toward them, Thuvia had been surprised to hear Carthoris suddenly voice a new plan.
“Remain here with Jav,” she had heard him say, “while I go to search for the passage through the cliffs.”"	0		
459	There came a still more violent whirl of the sphere and we had clutched one another. In another moment we were spun about again. Round we went and over, and then I was on all fours. The lunar dawn had hold of us. It meant to show us little men what the moon could do with us.	2		
460	"""Confound it!"" he cried. ""What's the matter with you?""
""One of the Kanakas nearly cut my eye out!"" I roared. ""He flung a knife at me and ducked for the f'c'stle."""	2		
461	The queer goings-on, however, proved to be slightly disappointing. It seemed that after I left on Friday night, a light was seen flitting fitfully through the empty house next door. Euphemia had seen it first and called Mrs. Klopton. Together they had watched it breathlessly until it disappeared on the lower floor.	3		
462	"Upon this the blood flew very violently into Sir Tristram's face, and he said: ""Was there no knight here with spirit enough to call reproof upon Sir Bleoberis, or to stay him in his going?"""	1		
463	“This nest would be a picnic for Queen Jinjur,” said he, musingly. “for as nearly as I can make out she and her girls conquered me merely to rob my city of its emeralds.”	1		
464	There have been women all the time we've been married and he simply amuses himself with them until he's tired of them, and until the next one takes his fancy, and he does it quite openly before me, in my house, and tells me what I can't see before my own eyes just for the love of seeing the suffering it gives me.	0		
465	Bert was detailed as a bearer and helped carry the wounded one by one into the nearest of the large hotels that faced the Canadian shore. The hotel was quite empty except that there were two trained American nurses and a negro porter, and three or four Germans awaiting them.	3		
466	“Up to the present,” Sogrange continued, “I have watched—sympathetically, of course, but with a certain amount of amusement—the duel between you and Bernadine.	0		
467	A brave man, this Captain Dieulivol, a non-commissioned officer under Dodds and Duchesne, but subject to a terrible propensity for strong liquors, and too much inclined, when he had drunk, to confuse his dialects, and to talk to a Houassa in Sakalave.	2		
468	“Perhaps I should have said 'replaced it there,'” said Holmes. “You will remember, Inspector MacDonald, that I was somewhat struck by the absence of a dumb-bell.	1		
469	Doctor McMurdoch nodded in his slow, gloomy fashion. “She is staying in Devonshire with poor Abingdon’s sister,” he answered. “I am wondering how we are going to break the news to her.”	0		
470	If the rangers could for a half-hour prevent the heat from igniting the growths across the defence, the main fire would have consumed its fuel and died down to comparative safety.	3		
471	"""Yes; his wicked mother hinted away her own honour in her desire
to rob him of his crown. He has known her for an evil woman. Was it
not likely he would fear she might speak truth? Those who know him"	0		
472	I found another curious record—a leaf, torn out of the book, and evidently designed to be sent to me, but failing its destination, was as follows: “For Heaven’s sake, don’t look at the girl so much! The newspaper men are on.”	1		
473	At Halliford I had already come to hate the curate’s trick of helpless exclamation, his stupid rigidity of mind. His endless muttering monologue vitiated every effort I made to think out a line of action, and drove me at times, thus pent up and intensified, almost to the verge of craziness.	0		
474	“Haw, hew!” began the enthusiast, but his neighbor gripped him to silence. This was a triumph too serious for noise. Not a mutineer moved; and I felt cold.	0		
475	"""Mrs. Dr. dear,"" said Susan. ""I wish you would wake me up. Am I dreaming—or am I awake? Does that blessed boy realize what he is saying? Does he mean that he is going to enlist as a soldier? You do not mean to tell me that they want children like him! It is an outrage. Surely you and the doctor will not permit it."""	2		
476	Gabriel coloured as if he felt he had made a mistake and, without looking at her, kicked off his goloshes and flicked actively with his muffler at his patent-leather shoes.	2		
477	It was a voyage in a red-lit mist, in a world of steamy silhouette, full of strange voices and perplexity, and with every other sensation dominated by a feverish thirst. ‘We sat,’ he says, ‘in a little huddled group, saying very little, and the men forward were mere knots of silent endurance. Our only continuing sound was the persistent mewing of a cat one of the men had rescued from a floating hayrick near Zaandam. We kept a southward course by a watch-chain compass Mylius had produced....	3		
478	"As I did so Desiree threw her hands gropingly above her head and fell fainting to the ground.
Harry sprang forward in time to keep her head from striking on the rock and knelt with his arms round her shoulders.  We had nothing, not even water, with which to revive her; he called her name aloud appealingly. Soon her eyes opened; she raised her hand and passed it across her brow wonderingly."	3		
479	Yellow dusk was closing down upon this bazaar of the New Babylon, and many of the dealers in precious gems, vendors of rich stuffs, and makers of modes had already deserted their shops.	4		
480	"It seemed that Satan saw this, for he raised his head from the shoulder of the master and stopped to look.


“Step on,” commanded Barry.


The stallion shook himself violently as a dog that knocks the water from his pelt, but he took no pace forward."	2		
481	At the inquest a verdict of “wilful murder” was brought against the Kanaka, but a verdict of “justifiable homicide” was given in favor of the Peruvian. Thus Cockatoo was hanged for the double murder and Don Pedro went free. He remained long enough in London to see his daughter married to the man of her choice, and then returned to Lima.	2		
482	"“Oh my tummy!” said Donald. “I always thought there was some dark secret about the Indians.”


Linda sat on a rock opposite him and clasped her hands around her knees. She looked at him meditatively."	3		
483	“You could bear evidence against your own son-in-law, Henri Marais,” answered the stern-faced commandant. “Why then cannot you kill with your rifle one whom you have already helped to kill with your tongue?”	1		
484	"""Accident!""  quoth he.  ""By the blood! d'ye see 'tis a strange accident, indeed, that lays two men by the heels and lets the third go without a scratch!"""	1		
485	The guard of the gate, seeing through the small lattice but a single dishevelled woman standing there, anticipating treachery, refused to open the little door in the large leaf until his captain was summoned, who, after some parley, allowed the girl to enter the courtyard.	3		
486	To right nor to left was any avenue of escape, for behind him lay the placid waters of the pool, while down upon him from before thundered annihilation. The mighty body seemed already to tower above him as the ape-man turned and dove into the dark waters.	3		
487	And the river itself became even more desirable than his medicine case, or his blankets, or his rifle. The song of it, inviting and tempting him, blotted thought of the other things out of his mind. And he continued his journey, the swing of the pendulum in his head becoming harder, but the sound of the river growing nearer. At last he came to the wet sand, and fell on his face, and drank.	3		
488	"the ceiling over the bed had risen quite a foot.  With the
last gleam of reason left to him he understood that it was the
enormous baldaquin over the bed which was coming down, while the"	2		
489	"""It was indeed,"" said the girl. ""Scarce had I-Gos fallen at the bite of my dagger than I heard the approach of warriors. I ran then to hide until they had passed, thinking to return and liberate you; but in seeking to elude the party I had heard I ran full into the arms of another. They questioned me as to your whereabouts, and I told them that you had gone ahead and that I was following you and thus I led them from you."""	3		
490	The wind cut with the keenness of a knife. Soon he was chilled to the bone. A squall swooped and roared down upon him, and the wind that bore the driving white pellets of snow, almost like hail, was so freezing bitter cold that the former wind seemed warm in comparison.	2		
491	Yet these could scarcely be half of that unfortunate horde which had been recruited from all over the states. Duane had traveled from camp to camp, den to den, hiding-place to hiding-place, and he knew these men. Most of them were hopeless criminals; some were avengers; a few were wronged wanderers; and among them occasionally was a man, human in his way, honest as he could be, not yet lost to good.	2		
492	"""He's dead,"" said Vernon.
""Oh!"" said the doctor with careful absence of expression. ""Get some woman to put her to bed and to stay with her till the nurse comes. She's in a very excitable state. Good afternoon. I'll look in after dinner."""	0		
493	"""Yes, that is so.""
""Do you mean to say that anyone holding these three papers, and without the seven others, could construct a Bruce-Partington submarine?"""	2		
494	Jose had ridden far that day, since Billy had left his humble hut. He had gone to the west to the little rancho of one of Pesita's adherents who had dispatched a boy to carry word to the bandit that his Captain Byrne had escaped the Villistas, and then Jose had ridden into Cuivaca by a circuitous route which brought him up from the east side of the town.	2		
495	About ten o'clock that night, the same uncanny trembling ran through the schooner again, and about half an hour later she lifted gently once or twice. But after that she was undisturbed.	2		
496	After a long interval a little three months' pup waddled down to the water's edge, caught sight of me, and with a squeal of fright dived far. Poor little devil! I would not have hurt him for worlds. As far as I know this was the only survivor of all that herd.	3		
497	A long stretch of white road lay before us in the moonlight. Far away down it we could see three cavaliers, lying low upon their horses' necks. Every instant they grew larger and clearer as we gained upon them.	4		
498	Moreover, she has only known she was in love for the last five minutes—and that is hardly long enough for her to discover that love itself is too living to be very much like any nice girl's dreams of it—and the shock of what Ted has said has brought every one of her mother's reticent acid hints on the general uncleanliness of Man too prickling-close to her mind. And she can't understand—she never will understand, she thinks with dull pain.	0		
499	I stopped and looked back, and I heard the pad, pad of Cavor’s feet receding. Then he stopped also. “Bedford,” he whispered; “there’s a sort of light in front of us.”	0		
500	"The cab suggested civilization. Chilcote's mind veered suddenly and he raised his hand. The vehicle stopped and he climbed in.


“Where, sir?” The cabman peered down through the roof-door."	3		
